id,team,x,y,segment,name,location
267,OAK,117.7897724,209.0909184,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
268,OAK,119.6477748,212.1438792,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
269,OAK,122.6290085,214.1149166,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
270,OAK,126.165782,214.6287023,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
271,OAK,129.584617,213.5874005,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
272,OAK,132.2344933,211.1892975,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
273,OAK,133.6108171,207.8910441,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
274,OAK,133.4515064,204.3206992,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
275,OAK,131.7868975,201.1581338,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
276,OAK,134.029742,198.600258,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
277,OAK,136.577362,196.052638,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
278,OAK,139.124982,193.505018,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
279,OAK,141.672602,190.957398,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
280,OAK,144.220222,188.409778,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
281,OAK,146.7678421,185.8621579,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
282,OAK,149.3154621,183.3145379,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
283,OAK,151.8630821,180.7669179,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
284,OAK,154.4107021,178.2192979,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
285,OAK,156.9583221,175.6716779,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
286,OAK,159.4789433,173.0996472,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
287,OAK,161.7578205,170.3090462,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
288,OAK,162.5215579,169.11364,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
289,OAK,162.1322263,168.1777463,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
290,OAK,161.3908427,166.5498059,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
291,OAK,160.2886977,164.3585209,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
292,OAK,158.8170817,161.7325937,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
293,OAK,156.9672853,158.8007265,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
294,OAK,154.7305989,155.6916216,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
295,OAK,152.0983131,152.5339813,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
296,OAK,149.0617183,149.4565079,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
